2024-08-17,3303
2024-08-18,3302
2024-08-19,3305
2024-08-20,3305
2024-08-21,3311
2024-08-22,3314
2024-08-23,3312
2024-08-24,3317
2024-08-25,3319
2024-08-26,3322
2024-08-27,3320
2024-08-28,3323
2024-08-29,3328
2024-08-30,3328
2024-08-31,3330
2024-09-01,3326
2024-09-02,3324
2024-09-03,3327
2024-09-04,3330
2024-09-05,3336
2024-09-06,3339
2024-09-07,3340
2024-09-08,3344
2024-09-09,3346
2024-09-10,3365
2024-09-11,3366
2024-09-12,3369
2024-09-13,3368
2024-09-14,3375
2024-09-15,3379
2024-09-16,3381
2024-09-17,3385
2024-09-18,3387
2024-09-19,3387
2024-09-20,3392
2024-09-21,3395
2024-09-22,3395
2024-09-23,3394
2024-09-24,3401
2024-09-25,3406
2024-09-26,3411
2024-09-27,3412
2024-09-28,3418
2024-09-29,3416
2024-09-30,3417
2024-10-01,3419
2024-10-02,3422
2024-10-03,3425
2024-10-04,3433
2024-10-05,3435
2024-10-06,3434
2024-10-07,3436
2024-10-08,3438
2024-10-09,3434
2024-10-10,3437
2024-10-11,3439
2024-10-12,3441
2024-10-13,3442
2024-10-14,3447
2024-10-15,3519
2024-10-16,3524
2024-10-17,3523
2024-10-18,3521
2024-10-19,3520
2024-10-20,3526
2024-10-21,3533
2024-10-22,3531
2024-10-23,3537
2024-10-24,3539
2024-10-25,3534
2024-10-26,3532
2024-10-27,3533
2024-10-28,3535
2024-10-29,3534
2024-10-30,3528
2024-10-31,3527
2024-11-01,3530
2024-11-02,3530
2024-11-03,3534
2024-11-04,3534
2024-11-05,3535
2024-11-06,3532
2024-11-07,3538
2024-11-08,3542
2024-11-09,3551
2024-11-10,3554
2024-11-11,3555
2024-11-12,3564
2024-11-13,3570
2024-11-14,3572
2024-11-15,3578
2024-11-16,3580
2024-11-17,3581
2024-11-18,3578
2024-11-19,3581
2024-11-20,3589
2024-11-21,3598
2024-11-22,3602
2024-11-23,3604
2024-11-24,3605
2024-11-25,3609
2024-11-26,3612
2024-11-27,3615
2024-11-28,3617
2024-11-29,3617
2024-11-30,3624
2024-12-01,3639
2024-12-02,3642
2024-12-03,3643
2024-12-04,3646
2024-12-05,3647
2024-12-06,3646
2024-12-07,3647
2024-12-08,3649
2024-12-09,3652
2024-12-10,3655
2024-12-11,3656
2024-12-12,3655
2024-12-13,3655
2024-12-14,3658
2024-12-15,3660
2024-12-16,3658
2024-12-17,3660
2024-12-18,3661
2024-12-19,3668
2024-12-20,3671
2024-12-21,3674
2024-12-22,3687
2024-12-23,3694
2024-12-24,3697
2024-12-25,3699
2024-12-26,3704
2024-12-27,3705
2024-12-28,3709
2024-12-29,3711
2024-12-30,3714
2024-12-31,3715
2025-01-01,3724
2025-01-02,3728
2025-01-03,3732
2025-01-04,3735
2025-01-05,3736
2025-01-06,3738
2025-01-07,3749
2025-01-08,3756
2025-01-09,3758
2025-01-10,3765
2025-01-11,3770
2025-01-12,3776
2025-01-13,3780
2025-01-14,3782
2025-01-15,3790
2025-01-16,3788
2025-01-17,3790
2025-01-18,3797
2025-01-19,3804
2025-01-20,3813
2025-01-21,3825
2025-01-22,3830
2025-01-23,3830
2025-01-24,3840
2025-01-25,3850
2025-01-26,3853
2025-01-27,3868
2025-01-28,3873
2025-01-29,3878
2025-01-30,3884
2025-01-31,3887
2025-02-01,3888
2025-02-02,3895
2025-02-03,3896
2025-02-04,3907
2025-02-05,3915
2025-02-06,3918
2025-02-07,3920
2025-02-08,3927
2025-02-09,3929
2025-02-10,3935
2025-02-11,3938
2025-02-12,3947
2025-02-13,3953
2025-02-14,3955
2025-02-15,3960
2025-02-16,3964
2025-02-17,3961
2025-02-18,3965
2025-02-19,3967
2025-02-20,3973
2025-02-21,3986
2025-02-22,3989
2025-02-23,3984
2025-02-24,3992
2025-02-25,3992
2025-02-26,3999
2025-02-27,3997
2025-02-28,3994
2025-03-01,3998
2025-03-02,4000
2025-03-03,4005
2025-03-04,4004
2025-03-05,4009
2025-03-06,4013
2025-03-07,4025
2025-03-08,4026
2025-03-09,4031
2025-03-10,4046
2025-03-11,4051
2025-03-12,4053
2025-03-13,4058
2025-03-14,4059
2025-03-15,4070
2025-03-16,4074
2025-03-17,4081
2025-03-18,4085
2025-03-19,4099
2025-03-20,4100
2025-03-21,4095
2025-03-22,4102
2025-03-23,4103
2025-03-24,4106
2025-03-25,4110
2025-03-26,4115
2025-03-27,4109
2025-03-28,4113
2025-03-29,4115
2025-03-30,4115
2025-03-31,4123
2025-04-01,4126
2025-04-02,4127
2025-04-03,4136
2025-04-04,4139
2025-04-05,4141
2025-04-06,4141
2025-04-07,4151
2025-04-08,4153
2025-04-09,4154
2025-04-10,4154
2025-04-11,4156
2025-04-12,4159
2025-04-13,4162
2025-04-14,4166
2025-04-15,4166
2025-04-16,4167
2025-04-17,4177
2025-04-18,4180
2025-04-19,4178
2025-04-20,4179
2025-04-21,4192
2025-04-22,4196
2025-04-23,4204
2025-04-24,4205
2025-04-25,4206
2025-04-26,4208
2025-04-27,4212
2025-04-28,4213
2025-04-29,4218
2025-04-30,4219
2025-05-01,4224
2025-05-02,4228
2025-05-03,4235
2025-05-04,4233
2025-05-05,4234
2025-05-06,4238
2025-05-07,4240
2025-05-08,4241
2025-05-09,4241
2025-05-10,4238
2025-05-11,4237
2025-05-12,4243
2025-05-13,4245
2025-05-14,4247
2025-05-15,4243
2025-05-16,4248
2025-05-17,4248
2025-05-18,4249
2025-05-19,4252
2025-05-20,4250
2025-05-21,4251
2025-05-22,4249
2025-05-23,4252
2025-05-24,4266
2025-05-25,4270
2025-05-26,4269
2025-05-27,4270
2025-05-28,4276
2025-05-29,4288
2025-05-30,4298
2025-05-31,4295
2025-06-01,4297
2025-06-02,4291
2025-06-03,4292
2025-06-04,4291
2025-06-05,4294
2025-06-06,4296
2025-06-07,4302
2025-06-08,4309
2025-06-09,4312
2025-06-10,4316
2025-06-11,4316
2025-06-12,4317
2025-06-13,4318
2025-06-14,4319
2025-06-15,4318
2025-06-16,4322
2025-06-17,4329
2025-06-18,4331
2025-06-19,4338
2025-06-20,4342
2025-06-21,4347
2025-06-22,4348
2025-06-23,4352
2025-06-24,4354
2025-06-25,4355
2025-06-26,4357
2025-06-27,4358
2025-06-28,4366
2025-06-29,4370
2025-06-30,4372
2025-07-01,4386
2025-07-02,4391
2025-07-03,4394
2025-07-04,4404
2025-07-05,4407
2025-07-06,4412
2025-07-07,4416
2025-07-08,4417
2025-07-09,4421
2025-07-10,4415
2025-07-11,4426
2025-07-12,4439
2025-07-13,4442
2025-07-14,4451
2025-07-15,4455
2025-07-16,4461
2025-07-17,4462
2025-07-18,4472
2025-07-19,4480
2025-07-20,4495
2025-07-21,4506
2025-07-22,4511
2025-07-23,4522
2025-07-24,4526
2025-07-25,4531
2025-07-26,4532
2025-07-27,4536
2025-07-28,4546
2025-07-29,4547
2025-07-30,4590
2025-07-31,4598
2025-08-01,4596
2025-08-02,4600
2025-08-03,4602
2025-08-04,4603
2025-08-05,4607
2025-08-06,4608
2025-08-07,4611
2025-08-08,4609
2025-08-09,4604
2025-08-10,4604
2025-08-11,4600
2025-08-12,4599
2025-08-13,4598
2025-08-14,4603
2025-08-15,4611
2025-08-16,4609
2025-08-17,4610
2025-08-18,4617
2025-08-19,4628
2025-08-20,4632
2025-08-21,4633
2025-08-22,4636
2025-08-23,4642
2025-08-24,4646
2025-08-25,4650
2025-08-26,4656
2025-08-27,4659
2025-08-28,4667
2025-08-29,4668
2025-08-30,4669
2025-08-31,4669
2025-09-01,4680
2025-09-02,4682
2025-09-03,4686
2025-09-04,4692
2025-09-05,4697
2025-09-06,4701
2025-09-07,4711
2025-09-08,4712
2025-09-09,4710
2025-09-10,4717
2025-09-11,4719
2025-09-12,4722
2025-09-13,4727
2025-09-14,4734
2025-09-15,4735
2025-09-16,4743
2025-09-17,4757
2025-09-18,4759
2025-09-19,4773
2025-09-20,4774
2025-09-21,4781
2025-09-22,4786
2025-09-23,4786
2025-09-24,4791
2025-09-25,4792
2025-09-26,4796
2025-09-27,4794
2025-09-28,4795
2025-09-29,4796
2025-09-30,4800
2025-10-01,4807
2025-10-02,4813
2025-10-03,4814
2025-10-04,4815
2025-10-05,4822
2025-10-06,4830
2025-10-07,4838
2025-10-08,4842
2025-10-09,4848
2025-10-10,4856
2025-10-11,4865
2025-10-12,4873
2025-10-13,4878
2025-10-14,4885
2025-10-15,4886
2025-10-16,4893
2025-10-17,4898
2025-10-18,4900
2025-10-19,4907
2025-10-20,4917
2025-10-21,4919
2025-10-22,4923
2025-10-23,4922
2025-10-24,4930
2025-10-25,4936
2025-10-26,4944
2025-10-27,4945
2025-10-28,4951
2025-10-29,4959
2025-10-30,4959
2025-10-31,4964
2025-11-01,4972
2025-11-02,4977
2025-11-03,4973
2025-11-04,4974
2025-11-05,4985
2025-11-06,4990
2025-11-07,4992
2025-11-08,4999
2025-11-09,5006
2025-11-10,5016
2025-11-11,5037
2025-11-12,5045
2025-11-13,5049
2025-11-14,5053
2025-11-15,5060
2025-11-16,5068
2025-11-17,5079
2025-11-18,5090
2025-11-19,5089
2025-11-20,5098
2025-11-21,5103
2025-11-22,5101
2025-11-23,5109
2025-11-24,5112
2025-11-25,5112
2025-11-26,5123
2025-11-27,5128
2025-11-28,5126
2025-11-29,5130
2025-11-30,5132
2025-12-01,5135
2025-12-02,5140
2025-12-03,5148
2025-12-04,5152
2025-12-05,5154
2025-12-06,5161
2025-12-07,5158
2025-12-08,5163
2025-12-09,5165
2025-12-10,5165
2025-12-11,5166
2025-12-12,5173
2025-12-13,5171
2025-12-14,5177
2025-12-15,5180
2025-12-16,5186
2025-12-17,5186
2025-12-18,5183
2025-12-19,5184
2025-12-20,5194
2025-12-21,5194
2025-12-22,5207
2025-12-23,5210
2025-12-24,5210
2025-12-25,5214
2025-12-26,5224
2025-12-27,5231
2025-12-28,5240
2025-12-29,5240
2025-12-30,5239
2025-12-31,5248
2026-01-01,5255
2026-01-02,5264
2026-01-03,5265
2026-01-04,5263
2026-01-05,5260
2026-01-06,5264
2026-01-07,5270
2026-01-08,5273
2026-01-09,5275
2026-01-10,5281
2026-01-11,5287
2026-01-12,5300
2026-01-13,5341
2026-01-14,5359
2026-01-15,5370
2026-01-16,5367
2026-01-17,5371
2026-01-18,5374
2026-01-19,5378
2026-01-20,5384
2026-01-21,5384
2026-01-22,5386
2026-01-23,5389
2026-01-24,5389
2026-01-25,5401
2026-01-26,5399
2026-01-27,5408
2026-01-28,5406
2026-01-29,5416
2026-01-30,5422
2026-01-31,5423
2026-02-01,5428
2026-02-02,5462
2026-02-03,5489
2026-02-04,5501
2026-02-05,5503
2026-02-06,5504
2026-02-07,5505
2026-02-08,5516
2026-02-09,5519
2026-02-10,5524
2026-02-11,5542
2026-02-12,5549
2026-02-13,5554
2026-02-14,5555
2026-02-15,5569
2026-02-16,5574
2026-02-17,5579
2026-02-18,5580
2026-02-19,5587
2026-02-20,5590
2026-02-21,5597
2026-02-22,5594
2026-02-23,5606
2026-02-24,5618
2026-02-25,5623
2026-02-26,5626
2026-02-27,5631
2026-02-28,5639
2026-03-01,5648
2026-03-02,5650
2026-03-03,5664
2026-03-04,5669
2026-03-05,5672
2026-03-06,5675
2026-03-07,5673
2026-03-08,5678
2026-03-09,5674
2026-03-10,5693
2026-03-11,5712
2026-03-12,5716
2026-03-13,5715
2026-03-14,5720
2026-03-15,5722
2026-03-16,5730
2026-03-17,5734
2026-03-18,5742
2026-03-19,5750
2026-03-20,5749
2026-03-21,5759
2026-03-22,5762
2026-03-23,5770
2026-03-24,5776
2026-03-25,5778
2026-03-26,5783
2026-03-27,5790
2026-03-28,5792
2026-03-29,5800
2026-03-30,5800
2026-03-31,5798
2026-04-01,5798
2026-04-02,5804
2026-04-03,5815
2026-04-04,5817
2026-04-05,5821
2026-04-06,5828
2026-04-07,5832
2026-04-08,5837
2026-04-09,5847
2026-04-10,5850
2026-04-11,5854
2026-04-12,5855
2026-04-13,5865
2026-04-14,5864
2026-04-15,5867
2026-04-16,5877
2026-04-17,5885
2026-04-18,5892
